month,credit_amount,credit_term,age,sex,education,product_type,having_children_flg,region,income,family_status,phone_operator,is_client,bad_client_target
3,0.03547297297297297,0.2727272727272727,0.18055555555555552,male,Incomplete higher education,Cell phones,1,2,0.05,Another,0,1,0
3,0.30574324324324326,0.9999999999999999,0.375,male,Secondary special education,Clothing,1,2,0.0625,Married,3,1,0
3,0.0641891891891892,0.2727272727272727,0.06944444444444442,male,Secondary special education,Cell phones,0,2,0.0625,Married,0,1,0
3,0.08952702702702703,0.2727272727272727,0.15277777777777773,female,Secondary special education,Computers,1,2,0.075,Another,0,0,0
3,0.13175675675675677,0.2727272727272727,0.3194444444444444,female,Secondary special education,Computers,1,2,0.2,Married,0,1,0
3,0.010135135135135132,0.2727272727272727,0.29166666666666663,female,Secondary education,Cell phones,0,2,0.08750000000000001,Another,3,1,0
3,0.043918918918918914,0.09090909090909091,0.2222222222222222,male,Secondary special education,Furniture,1,2,0.05,Another,0,0,0
3,0.18243243243243243,0.6363636363636364,0.3055555555555556,female,Higher education,Computers,1,2,0.2,Unmarried,3,0,0
3,0.03716216216216216,0.2727272727272727,0.02777777777777779,female,Secondary education,Cell phones,0,2,0.0325,Married,1,1,1
3,0.033783783783783786,0.36363636363636365,0.375,male,Higher education,Medical services,1,2,0.075,Married,2,0,1
3,0.01858108108108108,0.1818181818181818,0.375,female,Secondary special education,Household appliances,1,2,0.08750000000000001,Another,0,0,0
3,0.021959459459459457,0.21212121212121213,0.19444444444444442,male,Secondary special education,Household appliances,1,2,0.0625,Another,0,0,0
3,0.05912162162162162,0.21212121212121213,0.16666666666666663,male,Incomplete higher education,Furniture,1,2,0.0375,Married,1,0,0
4,0.22972972972972974,0.4545454545454545,0.26388888888888884,male,Higher education,Cosmetics and beauty services,0,1,0.1,Another,1,1,0
3,0.06587837837837837,0.2727272727272727,0.5277777777777777,male,Secondary education,Cell phones,0,2,0.08750000000000001,Married,1,0,1
3,0.22972972972972974,0.6363636363636364,0.41666666666666663,male,Higher education,Cosmetics and beauty services,0,0,0.23,Unmarried,0,1,0
3,0.15202702702702703,0.4545454545454545,0.1111111111111111,female,Higher education,Audio & Video,0,1,0.17500000000000002,Married,2,1,0
3,0.011824324324324322,0.2727272727272727,0.1111111111111111,female,Secondary special education,Cell phones,0,2,0.0625,Another,0,1,1
3,0.5777027027027027,0.9999999999999999,0.9583333333333333,male,Higher education,Childen's goods,0,2,0.0625,Unmarried,0,1,0
4,0.10979729729729731,0.030303030303030304,0.26388888888888884,male,Secondary special education,Household appliances,0,2,0.0825,Another,3,1,0
4,0.38513513513513514,0.15151515151515152,0.13888888888888884,male,Higher education,Furniture,0,0,0.17,Another,2,0,0
4,0.057432432432432436,0.2727272727272727,0.13888888888888884,female,Incomplete higher education,Household appliances,1,2,0.0625,Another,2,0,0
3,0.0,0.2727272727272727,0.2777777777777778,female,Secondary special education,Cell phones,1,2,0.075,Another,2,0,0
3,0.08614864864864866,0.030303030303030304,0.13888888888888884,female,Higher education,Fitness,1,2,0.15000000000000002,Another,1,0,0
3,0.0033783783783783786,0.030303030303030304,0.41666666666666663,female,Higher education,Cell phones,1,2,0.07,Married,0,0,0
3,0.07601351351351351,0.2727272727272727,0.16666666666666663,female,Higher education,Household appliances,0,0,0.05,Another,1,0,0
3,0.07263513513513514,0.030303030303030304,0.125,male,Higher education,Cell phones,0,2,0.08750000000000001,Another,3,0,0
3,0.13006756756756757,0.2727272727272727,0.48611111111111105,male,Higher education,Cosmetics and beauty services,0,0,0.075,Married,0,1,0
4,0.06081081081081081,0.2727272727272727,0.04166666666666663,male,Secondary education,Computers,0,2,0.045,Another,1,1,1
4,0.2702702702702703,0.4545454545454545,0.6666666666666666,male,Secondary special education,Furniture,1,2,0.045,Another,2,1,0
4,0.05405405405405405,0.21212121212121213,0.13888888888888884,male,Higher education,Cell phones,0,0,0.05,Another,2,1,0
4,0.06756756756756757,0.9999999999999999,0.02777777777777779,male,Incomplete higher education,Clothing,0,2,0.08750000000000001,Another,3,0,0
4,0.12162162162162163,0.36363636363636365,0.5,male,Secondary education,Windows & Doors,0,2,0.035,Another,0,0,0
4,0.32432432432432434,0.2727272727272727,0.4722222222222222,female,Higher education,Tourism,1,2,0.15000000000000002,Another,0,1,0
4,0.11486486486486486,0.4545454545454545,0.15277777777777773,male,Higher education,Cosmetics and beauty services,1,2,0.1,Another,0,1,0
4,0.5337837837837838,0.6363636363636364,0.5833333333333333,male,Secondary special education,Construction Materials,0,2,0.10500000000000001,Another,1,1,1
3,0.23310810810810811,0.6363636363636364,0.5416666666666666,male,Higher education,Cosmetics and beauty services,0,2,0.0675,Another,0,1,0
3,0.09797297297297297,0.2727272727272727,0.0,male,Secondary education,Cell phones,0,2,0.0625,Another,4,1,1
3,0.06249999999999999,0.09090909090909091,0.48611111111111105,male,Higher education,Furniture,0,2,0.0625,Another,0,1,0
3,0.0912162162162162,0.6363636363636364,0.4027777777777778,male,Secondary special education,Household appliances,1,2,0.08,Unmarried,0,1,0
4,0.03547297297297297,0.2727272727272727,0.5972222222222222,male,Secondary education,Windows & Doors,0,2,0.025000000000000005,Another,2,1,0
4,0.04222972972972973,0.09090909090909091,0.04166666666666663,male,Secondary special education,Household appliances,0,2,0.0375,Another,0,1,0
4,0.11655405405405406,0.2727272727272727,0.055555555555555525,female,Secondary special education,Cell phones,0,2,0.0625,Another,0,1,0
4,0.4932432432432432,0.4545454545454545,0.02777777777777779,male,Higher education,Medical services,0,0,0.045,Another,2,1,0
4,0.033783783783783786,0.21212121212121213,0.2222222222222222,male,Secondary special education,Furniture,0,2,0.045,Another,1,0,0
3,0.1554054054054054,0.6363636363636364,0.18055555555555552,female,Higher education,Construction Materials,1,2,0.075,Another,0,0,0
3,0.04222972972972973,0.4545454545454545,0.36111111111111105,male,Secondary special education,Household appliances,0,2,0.055,Another,0,0,0
3,0.028716216216216214,0.15151515151515152,0.26388888888888884,male,Secondary education,Household appliances,1,0,0.075,Another,2,0,0
3,0.05405405405405405,0.2727272727272727,0.04166666666666663,female,Secondary special education,Fitness,0,2,0.05,Unmarried,0,1,0
4,0.17567567567567569,0.36363636363636365,0.3194444444444444,female,Higher education,Tourism,1,2,0.1375,Unmarried,0,1,0
4,0.06587837837837837,0.2727272727272727,0.19444444444444442,male,Higher education,Furniture,1,2,0.0625,Another,3,0,0
4,0.03547297297297297,0.09090909090909091,0.1111111111111111,male,Incomplete higher education,Jewelry,1,0,0.15000000000000002,Married,1,1,0
4,0.1722972972972973,0.3939393939393939,0.13888888888888884,male,Secondary special education,Household appliances,0,2,0.075,Another,1,1,1
4,0.05912162162162162,0.09090909090909091,0.5138888888888888,female,Secondary special education,Computers,1,2,0.17500000000000002,Married,1,0,0
4,0.08783783783783783,0.4545454545454545,0.19444444444444442,female,Secondary special education,Cell phones,0,2,0.030000000000000002,Another,1,1,1
4,0.025337837837837836,0.21212121212121213,0.08333333333333331,female,Secondary special education,Cell phones,0,0,0.0625,Another,0,1,1
4,0.2972972972972973,0.6363636363636364,0.18055555555555552,male,Higher education,Household appliances,0,2,0.08750000000000001,Another,2,0,0
4,0.006756756756756757,0.09090909090909091,0.04166666666666663,male,Incomplete higher education,Cell phones,0,0,0.0925,Married,1,1,0
4,0.010135135135135132,0.030303030303030304,0.15277777777777773,female,Higher education,Music,0,2,0.0625,Married,4,1,0
4,0.025337837837837836,0.09090909090909091,0.3472222222222222,male,Secondary special education,Cell phones,0,2,0.05,Another,1,1,0
4,0.06756756756756757,0.2727272727272727,0.2361111111111111,female,Secondary special education,Household appliances,0,2,0.0625,Another,1,0,0
4,0.08277027027027026,0.2727272727272727,0.5416666666666666,male,Secondary special education,Sporting goods,0,2,0.0625,Married,1,1,0
4,0.1554054054054054,0.4545454545454545,0.16666666666666663,female,Secondary education,Household appliances,0,2,0.095,Another,3,0,0
4,0.07601351351351351,0.21212121212121213,0.04166666666666663,male,Secondary special education,Household appliances,1,2,0.05,Another,0,1,0
4,0.01858108108108108,0.21212121212121213,0.5277777777777777,female,Secondary special education,Cell phones,1,2,0.022500000000000003,Another,1,1,0
4,0.055743243243243236,0.4545454545454545,0.33333333333333326,male,Secondary special education,Cell phones,1,2,0.05,Married,1,1,0
4,0.03885135135135135,0.09090909090909091,0.02777777777777779,female,Secondary special education,Computers,0,2,0.075,Married,0,0,0
4,0.02364864864864865,0.2727272727272727,0.1111111111111111,female,Secondary education,Cell phones,0,2,0.0325,Married,2,1,0
4,0.05405405405405405,0.6363636363636364,0.16666666666666663,male,Higher education,Household appliances,1,2,0.06,Married,2,1,0
4,0.0,0.09090909090909091,0.08333333333333331,male,Secondary special education,Cell phones,1,2,0.025000000000000005,Another,2,1,0
4,0.052364864864864864,0.2727272727272727,0.5,male,Secondary special education,Cell phones,0,2,0.1,Another,0,1,0
4,0.08783783783783783,0.2727272727272727,0.4444444444444444,male,Secondary special education,Cell phones,1,0,0.11750000000000001,Another,1,1,1
4,0.040540540540540536,0.21212121212121213,0.16666666666666663,male,Secondary special education,Jewelry,1,1,0.0625,Married,1,1,0
4,0.03716216216216216,0.21212121212121213,0.19444444444444442,male,Secondary special education,Cell phones,0,2,0.0625,Another,0,0,0
4,0.0,0.0,0.5138888888888888,female,Secondary special education,Sporting goods,1,2,0.052500000000000005,Another,1,1,0
4,0.028716216216216214,0.2727272727272727,0.2222222222222222,male,Higher education,Household appliances,1,2,0.15000000000000002,Another,1,1,0
4,0.03885135135135135,0.09090909090909091,0.1111111111111111,male,Secondary special education,Household appliances,0,2,0.0625,Another,3,0,0
4,0.052364864864864864,0.09090909090909091,0.125,female,Secondary special education,Household appliances,1,2,0.08,Another,1,0,0
4,0.14864864864864866,0.4545454545454545,0.125,female,Higher education,Fitness,0,0,0.37500000000000006,Another,1,0,0
4,0.0641891891891892,0.21212121212121213,0.08333333333333331,female,Secondary special education,Computers,0,2,0.0625,Another,2,1,0
4,0.08614864864864866,0.09090909090909091,0.15277777777777773,male,Higher education,Furniture,1,2,0.08750000000000001,Another,1,1,0
4,0.02027027027027027,0.09090909090909091,0.3472222222222222,male,Secondary special education,Cell phones,1,2,0.0625,Another,1,1,0
4,0.010135135135135132,0.0,0.18055555555555552,male,Higher education,Cell phones,1,2,0.07,Another,1,1,0
4,0.04222972972972973,0.21212121212121213,0.16666666666666663,female,Secondary special education,Cell phones,1,2,0.075,Married,1,1,0
4,0.02364864864864865,0.09090909090909091,0.06944444444444442,male,Higher education,Household appliances,0,2,0.075,Another,2,0,0
4,0.043918918918918914,0.2727272727272727,0.055555555555555525,female,Secondary special education,Cell phones,0,2,0.022500000000000003,Married,4,1,0
4,0.07094594594594594,0.2727272727272727,0.43055555555555547,male,Secondary special education,Furniture,0,2,0.0425,Married,1,1,1
4,0.05067567567567568,0.09090909090909091,0.3055555555555556,female,Higher education,Fitness,1,2,0.08750000000000001,Another,1,0,0
4,0.11486486486486486,0.2727272727272727,0.2361111111111111,male,Higher education,Furniture,1,2,0.1,Married,0,1,0
4,0.04729729729729729,0.2727272727272727,0.125,female,Secondary special education,Cell phones,0,0,0.075,Married,0,0,0
4,0.025337837837837836,0.2727272727272727,0.08333333333333331,male,Incomplete higher education,Household appliances,0,2,0.052500000000000005,Another,2,0,0
4,0.0641891891891892,0.4545454545454545,0.055555555555555525,male,Higher education,Cell phones,0,2,0.0425,Another,1,0,0
4,0.055743243243243236,0.2727272727272727,0.5277777777777777,male,Secondary special education,Construction Materials,0,2,0.065,Another,0,0,0
4,0.0016891891891891893,0.0,0.125,male,Secondary special education,Computers,1,2,0.04,Another,1,1,0
4,0.3310810810810811,0.2727272727272727,0.5972222222222222,male,Secondary special education,Household appliances,0,2,0.0425,Another,1,1,0
4,0.22297297297297297,0.2727272727272727,0.41666666666666663,male,Secondary special education,Repair Services,0,2,0.09000000000000001,Another,0,0,0
4,0.07094594594594594,0.09090909090909091,0.2222222222222222,female,Secondary special education,Auto,0,2,0.08750000000000001,Unmarried,2,1,1
4,0.0152027027027027,0.2727272727272727,0.3472222222222222,male,Higher education,Cell phones,1,2,0.030000000000000002,Another,2,0,0
4,0.0152027027027027,0.2727272727272727,0.055555555555555525,male,Secondary special education,Cell phones,0,2,0.045,Another,1,0,0
4,0.07939189189189189,0.2727272727272727,0.2777777777777778,male,Higher education,Household appliances,1,0,0.08750000000000001,Another,1,0,0
4,0.07770270270270271,0.2727272727272727,0.19444444444444442,female,Secondary special education,Household appliances,0,0,0.10500000000000001,Married,2,1,0
4,0.057432432432432436,0.030303030303030304,0.08333333333333331,female,Secondary education,Jewelry,0,0,0.15000000000000002,Married,4,1,1
4,0.02364864864864865,0.2727272727272727,0.3055555555555556,female,Secondary education,Computers,1,2,0.030000000000000002,Another,1,1,0
4,0.01351351351351351,0.09090909090909091,0.08333333333333331,female,Secondary special education,Cell phones,1,2,0.0375,Married,1,1,0
4,0.011824324324324322,0.09090909090909091,0.16666666666666663,female,Secondary education,Computers,0,2,0.0625,Another,0,1,0
4,0.10641891891891891,0.6363636363636364,0.36111111111111105,male,Secondary special education,Windows & Doors,1,0,0.0625,Married,3,1,0
4,0.02364864864864865,0.09090909090909091,0.4027777777777778,female,Secondary education,Cell phones,0,2,0.075,Another,0,1,0
4,0.025337837837837836,0.21212121212121213,0.4722222222222222,female,Secondary special education,Cell phones,1,0,0.05,Another,0,0,0
4,0.06249999999999999,0.21212121212121213,0.055555555555555525,female,Secondary special education,Household appliances,0,2,0.075,Another,1,1,0
4,0.016891891891891893,0.030303030303030304,0.41666666666666663,male,Secondary special education,Construction Materials,1,2,0.0325,Married,2,0,0
4,0.05405405405405405,0.0,0.18055555555555552,male,Higher education,Furniture,1,2,0.0625,Another,1,0,0
4,0.011824324324324322,0.030303030303030304,0.5277777777777777,male,Secondary special education,Cell phones,0,2,0.0025,Another,1,0,0
4,0.05067567567567568,0.09090909090909091,0.06944444444444442,female,Secondary special education,Cell phones,0,2,0.08750000000000001,Married,1,1,1
4,0.030405405405405407,0.2727272727272727,0.611111111111111,male,Secondary special education,Household appliances,0,2,0.065,Another,1,1,0
4,0.030405405405405407,0.2727272727272727,0.38888888888888884,female,Higher education,Cell phones,1,2,0.0625,Another,2,1,0
4,0.01351351351351351,0.09090909090909091,0.18055555555555552,female,Higher education,Computers,0,2,0.045,Another,0,0,0
4,0.0929054054054054,0.6363636363636364,0.1111111111111111,female,Incomplete higher education,Household appliances,0,0,0.30000000000000004,Another,1,0,0
4,0.033783783783783786,0.2727272727272727,0.09722222222222221,female,Secondary special education,Household appliances,1,2,0.0675,Married,0,1,1
4,0.08445945945945946,0.6363636363636364,0.3194444444444444,female,Higher education,Household appliances,1,2,0.2,Another,2,0,0
4,0.01351351351351351,0.030303030303030304,0.09722222222222221,male,Higher education,Cell phones,1,2,0.0625,Another,2,0,0
4,0.08614864864864866,0.09090909090909091,0.25,male,Higher education,Furniture,0,0,0.25,Married,0,0,0
4,0.24155405405405406,0.6363636363636364,0.20833333333333331,male,Secondary special education,Furniture,1,0,0.15000000000000002,Another,0,1,0
4,0.025337837837837836,0.0,0.625,male,Secondary special education,Clothing,1,2,0.0425,Married,0,1,0
4,0.06925675675675674,0.5151515151515151,0.8055555555555556,male,Higher education,Medical services,0,2,0.0325,Another,0,1,0
4,0.0152027027027027,0.030303030303030304,0.15277777777777773,male,Higher education,Cell phones,1,2,0.0625,Another,0,1,0
4,0.033783783783783786,0.2727272727272727,0.16666666666666663,female,Higher education,Cell phones,0,0,0.2,Another,0,0,0
4,0.016891891891891893,0.0,0.26388888888888884,female,Secondary special education,Computers,1,2,0.1,Another,1,0,0
4,0.05912162162162162,0.21212121212121213,0.2361111111111111,male,Secondary special education,Cell phones,0,2,0.0375,Another,2,1,0
4,0.06081081081081081,0.2727272727272727,0.08333333333333331,male,Secondary special education,Household appliances,0,2,0.17500000000000002,Another,2,1,0
4,0.033783783783783786,0.21212121212121213,0.6527777777777777,male,Secondary special education,Jewelry,0,2,0.025000000000000005,Married,2,0,0
4,0.09966216216216217,0.2727272727272727,0.1111111111111111,male,Secondary special education,Furniture,1,2,0.1875,Married,1,0,0
4,0.030405405405405407,0.2727272727272727,0.3055555555555556,male,Secondary special education,Household appliances,0,2,0.0425,Another,4,0,0
4,0.0152027027027027,0.0,0.19444444444444442,male,Higher education,Household appliances,1,2,0.08750000000000001,Another,0,1,0
4,0.07601351351351351,0.21212121212121213,0.04166666666666663,female,Secondary special education,Cell phones,0,2,0.052500000000000005,Unmarried,3,1,0
4,0.06756756756756757,0.2727272727272727,0.6388888888888888,female,Secondary special education,Household appliances,1,2,0.05,Another,0,1,0
5,0.02702702702702703,0.12121212121212122,0.15277777777777773,male,Secondary special education,Household appliances,0,2,0.0375,Another,2,1,0
5,0.06081081081081081,0.2727272727272727,0.16666666666666663,female,Secondary special education,Computers,0,2,0.0825,Another,1,1,0
4,0.02027027027027027,0.2727272727272727,0.3194444444444444,female,Higher education,Household appliances,1,2,0.05,Another,1,0,0
4,0.0152027027027027,0.0,0.7916666666666665,male,Secondary education,Furniture,0,2,0.055,Another,3,1,0
4,0.19763513513513514,0.36363636363636365,0.06944444444444442,male,Secondary special education,Tourism,0,0,0.0825,Another,0,0,0
5,0.0152027027027027,0.09090909090909091,0.02777777777777779,male,Secondary special education,Cell phones,0,1,0.05,Another,1,1,0
5,0.13513513513513514,0.2727272727272727,0.5833333333333333,male,Higher education,Household appliances,0,2,0.030000000000000002,Another,2,1,0
4,0.006756756756756757,0.030303030303030304,0.13888888888888884,female,Incomplete higher education,Jewelry,1,2,0.0575,Another,1,1,0
4,0.08108108108108109,0.2727272727272727,0.06944444444444442,female,Secondary special education,Computers,0,2,0.1,Unmarried,1,1,0
5,0.05405405405405405,0.2727272727272727,0.055555555555555525,female,Secondary education,Cell phones,0,2,0.15000000000000002,Another,1,1,0
5,0.05067567567567568,0.09090909090909091,0.4722222222222222,female,Secondary special education,Garden equipment,1,2,0.1,Married,0,1,0
5,0.043918918918918914,0.2727272727272727,0.48611111111111105,male,Secondary special education,Furniture,1,0,0.075,Another,4,1,0
5,0.10472972972972971,0.4545454545454545,0.20833333333333331,female,Secondary special education,Cell phones,1,2,0.05,Married,3,1,0
5,0.02702702702702703,0.21212121212121213,0.06944444444444442,female,Secondary special education,Cell phones,0,2,0.0625,Another,1,0,0
5,0.21452702702702703,0.6363636363636364,0.4722222222222222,male,Higher education,Cosmetics and beauty services,0,0,0.075,Another,0,1,0
4,0.05405405405405405,0.2727272727272727,0.06944444444444442,female,Secondary special education,Cell phones,0,0,0.2,Married,1,1,0
4,0.033783783783783786,0.09090909090909091,0.08333333333333331,male,Higher education,Boats,0,2,0.075,Another,1,1,0
4,0.02702702702702703,0.09090909090909091,0.4444444444444444,male,Secondary special education,Computers,1,2,0.045,Another,3,0,0
5,0.03209459459459459,0.09090909090909091,0.375,female,Secondary education,Household appliances,0,2,0.0625,Another,2,1,0
5,0.12331081081081083,0.6363636363636364,0.3194444444444444,male,Higher education,Household appliances,1,2,0.0625,Another,3,0,0
5,0.02702702702702703,0.09090909090909091,0.09722222222222221,female,Secondary special education,Cell phones,0,2,0.075,Another,2,1,0
5,0.006756756756756757,0.0,0.5555555555555555,male,Secondary special education,Household appliances,1,2,0.075,Another,0,1,0
5,0.0912162162162162,0.2727272727272727,0.15277777777777773,female,Secondary education,Cell phones,0,2,0.06,Married,2,1,1
5,0.010135135135135132,0.2727272727272727,0.2222222222222222,female,Secondary special education,Cell phones,1,2,0.05,Another,1,0,0
5,0.0641891891891892,0.2727272727272727,0.1111111111111111,female,Secondary education,Household appliances,0,2,0.0425,Another,1,0,1
5,0.006756756756756757,0.030303030303030304,0.36111111111111105,female,Secondary education,Construction Materials,1,2,0.05,Another,0,0,0
4,0.10810810810810811,0.030303030303030304,0.15277777777777773,male,Higher education,Furniture,0,2,0.1,Another,0,0,0
4,0.10304054054054054,0.2727272727272727,0.125,female,Incomplete higher education,Cell phones,0,2,0.1375,Another,1,1,0
4,0.0,0.030303030303030304,0.25,female,Secondary special education,Cell phones,1,2,0.1,Another,1,1,0
4,0.18074324324324326,0.6363636363636364,0.5,male,Secondary special education,Computers,0,2,0.0625,Another,1,0,0
5,0.07432432432432431,0.21212121212121213,0.5,male,Secondary special education,Computers,0,2,0.075,Another,1,1,0
5,0.008445945945945946,0.21212121212121213,0.29166666666666663,male,Secondary special education,Cell phones,1,2,0.095,Married,1,1,0
5,0.052364864864864864,0.2727272727272727,0.13888888888888884,female,Secondary education,Cell phones,0,2,0.045,Married,3,1,0
5,0.08783783783783783,0.21212121212121213,0.16666666666666663,female,Higher education,Cell phones,0,0,0.08,Unmarried,1,1,0
5,0.09797297297297297,0.2727272727272727,0.15277777777777773,female,Secondary education,Cell phones,0,2,0.075,Married,2,1,1
5,0.08783783783783783,0.09090909090909091,0.5416666666666666,female,Secondary special education,Cell phones,0,2,0.022500000000000003,Another,0,0,0
5,0.008445945945945946,0.2727272727272727,0.2361111111111111,male,Higher education,Cell phones,1,2,0.055,Married,2,1,0
4,0.22972972972972974,0.2727272727272727,0.20833333333333331,female,Higher education,Training,0,0,0.42500000000000004,Another,0,0,0
4,0.055743243243243236,0.2727272727272727,0.6944444444444444,male,Higher education,Medical services,1,2,0.0325,Another,2,0,0
4,0.033783783783783786,0.09090909090909091,0.06944444444444442,female,Secondary special education,Clothing,0,2,0.0675,Another,1,1,0
4,0.07939189189189189,0.36363636363636365,0.16666666666666663,female,Secondary special education,Household appliances,1,2,0.1,Unmarried,1,0,0
4,0.033783783783783786,0.2727272727272727,0.3194444444444444,male,Higher education,Computers,1,2,0.0425,Another,1,1,0
4,0.05405405405405405,0.09090909090909091,0.13888888888888884,female,Incomplete higher education,Cell phones,0,0,0.125,Married,0,0,0
4,0.46114864864864863,0.9999999999999999,0.5138888888888888,male,Secondary special education,Medical services,1,2,0.1125,Another,1,1,0
4,0.07263513513513514,0.21212121212121213,0.09722222222222221,female,Secondary special education,Cell phones,0,2,0.0625,Another,1,1,0
4,0.06587837837837837,0.4545454545454545,0.16666666666666663,female,Secondary special education,Household appliances,0,2,0.0925,Another,4,0,1
4,0.13344594594594594,0.2727272727272727,0.055555555555555525,male,Incomplete higher education,Computers,0,2,0.05,Another,2,0,0
5,0.021959459459459457,0.2727272727272727,0.611111111111111,male,Secondary special education,Jewelry,1,2,0.030000000000000002,Another,2,1,0
5,0.006756756756756757,0.09090909090909091,0.04166666666666663,female,Secondary special education,Computers,0,2,0.0825,Another,3,1,0
4,0.08783783783783783,0.2727272727272727,0.15277777777777773,male,Higher education,Household appliances,0,0,0.1,Married,3,1,1
4,0.11317567567567569,0.24242424242424246,0.055555555555555525,male,Incomplete higher education,Fitness,0,0,0.075,Another,1,0,0
5,0.052364864864864864,0.030303030303030304,0.2222222222222222,male,Secondary special education,Household appliances,1,2,0.0575,Another,1,1,0
5,0.1554054054054054,0.21212121212121213,0.055555555555555525,male,Secondary special education,Computers,0,2,0.05,Married,2,1,1
5,0.06081081081081081,0.2727272727272727,0.1111111111111111,male,Higher education,Cell phones,0,2,0.075,Another,3,1,0
5,0.07094594594594594,0.09090909090909091,0.04166666666666663,female,Secondary special education,Cell phones,0,2,0.0625,Another,1,1,0
4,0.057432432432432436,0.2727272727272727,0.41666666666666663,female,Secondary special education,Cell phones,1,1,0.1125,Unmarried,3,0,0
4,0.043918918918918914,0.2727272727272727,0.5138888888888888,male,Secondary special education,Computers,0,2,0.05,Another,3,1,0
4,0.01351351351351351,0.21212121212121213,0.09722222222222221,male,Secondary special education,Furniture,0,2,0.08750000000000001,Another,2,0,0
4,0.03716216216216216,0.2727272727272727,0.38888888888888884,male,Secondary special education,Furniture,1,2,0.0475,Another,1,0,0
5,0.02702702702702703,0.2727272727272727,0.7777777777777777,male,Secondary education,Household appliances,0,2,0.030000000000000002,Married,1,1,0
5,0.09797297297297297,0.2727272727272727,0.09722222222222221,female,Incomplete higher education,Cell phones,0,0,0.0975,Married,0,1,0
5,0.07432432432432431,0.2727272727272727,0.055555555555555525,male,Incomplete higher education,Household appliances,0,2,0.0625,Another,1,1,0
5,0.44594594594594594,0.4545454545454545,0.26388888888888884,male,Higher education,Household appliances,0,2,0.17500000000000002,Another,1,0,0
5,0.021959459459459457,0.21212121212121213,0.2222222222222222,male,Higher education,Household appliances,0,2,0.0375,Unmarried,1,0,0
5,0.11148648648648649,0.2727272727272727,0.48611111111111105,female,Secondary special education,Household appliances,0,2,0.1,Married,0,1,0
5,0.03209459459459459,0.1818181818181818,0.18055555555555552,female,Secondary special education,Cell phones,1,2,0.0375,Another,1,0,1
5,0.08783783783783783,0.2727272727272727,0.16666666666666663,male,Higher education,Cell phones,0,1,0.05,Another,3,1,0
5,0.22804054054054054,0.6363636363636364,0.125,male,Secondary special education,Household appliances,1,2,0.0625,Another,0,1,0
5,0.07770270270270271,0.2727272727272727,0.5694444444444444,male,Secondary special education,Construction Materials,1,2,0.0375,Another,1,0,0
5,0.2719594594594595,0.36363636363636365,0.36111111111111105,female,Secondary special education,Furniture,1,2,0.1,Another,1,0,0
5,0.005067567567567568,0.09090909090909091,0.19444444444444442,male,Higher education,Cell phones,1,2,0.075,Another,2,1,0
5,0.016891891891891893,0.2727272727272727,0.055555555555555525,male,Secondary special education,Cell phones,0,2,0.05,Another,1,1,0
5,0.028716216216216214,0.09090909090909091,0.16666666666666663,female,Secondary special education,Household appliances,0,2,0.05,Another,0,1,0
5,0.030405405405405407,0.09090909090909091,0.38888888888888884,female,Secondary education,Computers,0,2,0.1125,Married,2,1,0
5,0.18243243243243243,0.09090909090909091,0.4027777777777778,female,Higher education,Furniture,0,0,0.075,Another,1,1,0
5,0.02702702702702703,0.5151515151515151,0.4722222222222222,male,Secondary education,Medical services,1,2,0.05,Another,0,1,0
5,0.040540540540540536,0.06060606060606061,0.4027777777777778,male,Secondary special education,Windows & Doors,1,2,0.030000000000000002,Another,2,1,0
5,0.028716216216216214,0.2727272727272727,0.3472222222222222,male,Secondary special education,Medical services,1,2,0.075,Married,2,1,0
5,0.01351351351351351,0.15151515151515152,0.15277777777777773,female,Secondary special education,Cell phones,0,1,0.05,Another,1,1,0
5,0.04729729729729729,0.6363636363636364,0.13888888888888884,male,Secondary special education,Household appliances,0,2,0.075,Another,1,1,0
5,0.20439189189189189,0.36363636363636365,0.16666666666666663,male,Higher education,Windows & Doors,1,2,0.075,Another,0,1,0
5,0.04560810810810811,0.09090909090909091,0.26388888888888884,male,Higher education,Computers,1,2,0.1,Another,1,1,0
5,0.055743243243243236,0.2727272727272727,0.6388888888888888,male,Higher education,Household appliances,1,2,0.06,Another,2,0,0
5,0.010135135135135132,0.0,0.611111111111111,female,Secondary education,Household appliances,0,2,0.05,Married,2,1,0
5,0.06756756756756757,0.1818181818181818,0.5416666666666666,male,Higher education,Fitness,0,2,0.125,Married,3,1,0
5,0.125,0.09090909090909091,0.736111111111111,male,Secondary education,Windows & Doors,0,2,0.0375,Another,1,1,0
5,0.02027027027027027,0.21212121212121213,0.15277777777777773,female,Secondary special education,Cell phones,1,2,0.1,Another,0,1,0
5,0.0641891891891892,0.09090909090909091,0.06944444444444442,female,Secondary special education,Computers,0,2,0.0425,Another,0,1,0
5,0.32432432432432434,0.4545454545454545,0.125,female,Secondary special education,Furniture,0,2,0.11750000000000001,Another,3,1,0
5,0.03716216216216216,0.21212121212121213,0.13888888888888884,male,Secondary special education,Cell phones,0,2,0.07,Another,0,1,0
5,0.18243243243243243,0.36363636363636365,0.18055555555555552,female,Higher education,Tourism,0,2,0.15000000000000002,Another,0,0,0
5,0.03209459459459459,0.2727272727272727,0.4722222222222222,male,Secondary special education,Household appliances,0,2,0.075,Another,2,0,0
5,0.05912162162162162,0.2727272727272727,0.611111111111111,male,Higher education,Windows & Doors,1,2,0.0375,Married,3,1,0
