month,credit_amount,credit_term,age,sex,education,product_type,having_children_flg,region,income,family_status,phone_operator,is_client,bad_client_target
2,0.0016891891891891893,0.09090909090909091,0.5138888888888888,female,Secondary special education,Cell phones,1,2,0.075,Unmarried,1,0,0
2,0.04898648648648648,0.21212121212121213,0.4444444444444444,male,Higher education,Cell phones,1,2,0.05,Another,2,1,0
2,0.03716216216216216,0.21212121212121213,0.6805555555555555,male,Higher education,Cosmetics and beauty services,0,2,0.085,Married,1,0,0
2,0.03547297297297297,0.09090909090909091,0.2361111111111111,male,Higher education,Furniture,1,2,0.0625,Married,2,1,0
2,0.05405405405405405,0.09090909090909091,0.02777777777777779,male,Secondary special education,Household appliances,0,2,0.07250000000000001,Another,1,1,0
2,0.05405405405405405,0.6363636363636364,0.125,male,Secondary special education,Household appliances,1,2,0.0375,Another,1,0,0
2,0.6554054054054054,0.9999999999999999,0.4722222222222222,male,Higher education,Cosmetics and beauty services,0,2,0.15000000000000002,Another,1,1,0
2,0.10472972972972971,0.6363636363636364,0.3194444444444444,male,Secondary special education,Clothing,1,2,0.05,Another,1,0,0
2,0.005067567567567568,0.0,0.3194444444444444,male,Secondary special education,Household appliances,1,2,0.025000000000000005,Married,1,1,0
2,0.10979729729729731,0.2727272727272727,0.5416666666666666,male,Higher education,Furniture,1,2,0.030000000000000002,Another,0,1,0
2,0.14527027027027029,0.9999999999999999,0.2222222222222222,male,Secondary special education,Furniture,1,2,0.0425,Unmarried,0,1,1
2,0.08108108108108109,0.2727272727272727,0.19444444444444442,female,Secondary special education,Household appliances,0,2,0.075,Married,1,1,0
2,0.005067567567567568,0.21212121212121213,0.2777777777777778,male,Higher education,Cell phones,1,2,0.0375,Another,1,0,0
2,0.27702702702702703,0.21212121212121213,0.3055555555555556,male,Secondary special education,Furniture,1,2,0.0625,Another,3,1,0
2,0.08277027027027026,0.4545454545454545,0.125,female,Higher education,Household appliances,0,2,0.0375,Another,1,1,0
2,0.05912162162162162,0.21212121212121213,0.33333333333333326,female,Higher education,Garden equipment,1,2,0.05,Married,2,1,0
2,0.07601351351351351,0.15151515151515152,0.15277777777777773,male,Incomplete higher education,Jewelry,1,2,0.08750000000000001,Married,2,0,0
2,0.030405405405405407,0.2727272727272727,0.3055555555555556,female,Higher education,Household appliances,1,2,0.125,Another,2,0,0
2,0.18581081081081083,0.09090909090909091,0.125,female,Higher education,Medical services,0,2,0.08750000000000001,Married,1,0,0
2,0.010135135135135132,0.21212121212121213,0.15277777777777773,male,Secondary special education,Cell phones,1,2,0.075,Married,1,0,0
2,0.0929054054054054,0.6363636363636364,0.33333333333333326,male,Higher education,Household appliances,1,2,0.055,Married,1,0,0
2,0.02027027027027027,0.09090909090909091,0.6388888888888888,male,Incomplete higher education,Furniture,1,2,0.0475,Married,1,1,0
2,0.06249999999999999,0.21212121212121213,0.3194444444444444,male,Secondary special education,Household appliances,1,2,0.1125,Another,1,0,0
2,0.08108108108108109,0.2727272727272727,0.18055555555555552,male,Secondary education,Cell phones,0,1,0.075,Married,1,0,0
2,0.02027027027027027,0.09090909090909091,0.5833333333333333,female,Secondary special education,Windows & Doors,1,2,0.05,Another,0,0,0
2,0.02702702702702703,0.09090909090909091,0.09722222222222221,male,Secondary special education,Household appliances,0,0,0.075,Another,3,0,0
2,0.09628378378378377,0.2727272727272727,0.1111111111111111,male,Higher education,Household appliances,0,2,0.1,Married,0,0,0
2,0.005067567567567568,0.030303030303030304,0.18055555555555552,female,Secondary special education,Cell phones,1,2,0.05,Another,3,0,0
2,0.010135135135135132,0.09090909090909091,0.15277777777777773,female,Higher education,Household appliances,0,0,0.075,Another,1,0,0
2,0.11993243243243243,0.4545454545454545,0.29166666666666663,male,Secondary education,Cosmetics and beauty services,1,0,0.1,Another,0,1,0
2,0.03209459459459459,0.21212121212121213,0.055555555555555525,male,Secondary special education,Computers,0,2,0.0625,Another,1,0,0
2,0.01351351351351351,0.0,0.125,male,Higher education,Household appliances,1,2,0.0625,Another,1,0,0
2,0.01858108108108108,0.2727272727272727,0.33333333333333326,female,Secondary special education,Computers,1,2,0.0575,Another,0,1,0
2,0.08277027027027026,0.09090909090909091,0.4027777777777778,male,Secondary special education,Household appliances,0,2,0.0625,Another,1,0,0
2,0.07770270270270271,0.2727272727272727,0.04166666666666663,female,Secondary special education,Cell phones,0,2,0.17500000000000002,Another,0,1,0
2,0.07770270270270271,0.2727272727272727,0.3472222222222222,female,Incomplete higher education,Computers,1,2,0.0375,Married,1,1,0
2,0.06249999999999999,0.2727272727272727,0.43055555555555547,female,Secondary special education,Cell phones,1,0,0.16,Married,0,0,0
2,0.025337837837837836,0.36363636363636365,0.4722222222222222,female,Higher education,Cell phones,1,2,0.0425,Another,0,1,0
2,0.4831081081081081,0.4545454545454545,0.2361111111111111,female,Secondary special education,Furniture,1,2,0.075,Another,3,0,0
2,0.05067567567567568,0.0,0.29166666666666663,male,Higher education,Medical services,1,2,0.0625,Married,0,1,0
2,0.11824324324324326,0.2727272727272727,0.08333333333333331,female,Secondary special education,Cell phones,0,2,0.1,Another,1,1,0
2,0.057432432432432436,0.2727272727272727,0.4444444444444444,female,Secondary special education,Medical services,1,1,0.09000000000000001,Another,2,1,0
2,0.05405405405405405,0.2727272727272727,0.18055555555555552,male,Higher education,Cell phones,0,2,0.0375,Another,0,1,0
2,0.025337837837837836,0.09090909090909091,0.5833333333333333,male,Secondary education,Computers,1,2,0.05,Another,1,0,0
2,0.10304054054054054,0.21212121212121213,0.5416666666666666,female,Secondary special education,Furniture,1,2,0.05,Unmarried,1,1,0
2,0.5371621621621622,0.2727272727272727,0.5416666666666666,male,Higher education,Clothing,1,2,0.2,Another,0,1,0
2,0.057432432432432436,0.6363636363636364,0.19444444444444442,female,Higher education,Household appliances,1,2,0.055,Another,1,0,0
2,0.07770270270270271,0.2727272727272727,0.08333333333333331,female,Secondary education,Cell phones,0,2,0.125,Unmarried,0,0,0
2,0.057432432432432436,0.2727272727272727,0.43055555555555547,female,Secondary special education,Computers,1,2,0.1,Another,0,1,0
3,0.05067567567567568,0.2727272727272727,0.055555555555555525,female,Incomplete higher education,Cell phones,0,2,0.05,Another,1,1,0
3,0.006756756756756757,0.09090909090909091,0.20833333333333331,female,Secondary education,Cell phones,0,0,0.1125,Another,2,1,0
3,0.03716216216216216,0.2727272727272727,0.25,male,Secondary special education,Cell phones,0,0,0.075,Another,1,0,0
2,0.025337837837837836,0.030303030303030304,0.19444444444444442,male,Secondary education,Computers,1,2,0.045,Married,2,1,0
2,0.043918918918918914,0.2727272727272727,0.20833333333333331,female,Higher education,Household appliances,0,1,0.08750000000000001,Another,0,1,0
2,0.03716216216216216,0.2727272727272727,0.19444444444444442,male,Secondary special education,Medical services,1,2,0.075,Married,3,0,0
3,0.06081081081081081,0.21212121212121213,0.18055555555555552,female,Secondary special education,Household appliances,0,2,0.07,Another,2,0,0
3,0.13175675675675677,0.2727272727272727,0.25,male,Secondary special education,Cosmetics and beauty services,0,2,0.0625,Married,0,1,1
3,0.03209459459459459,0.2727272727272727,0.06944444444444442,female,Secondary special education,Cell phones,0,2,0.05,Another,0,1,0
3,0.03716216216216216,0.09090909090909091,0.04166666666666663,female,Secondary education,Cell phones,0,2,0.08750000000000001,Married,0,0,0
3,0.04222972972972973,0.2727272727272727,0.2222222222222222,female,Secondary special education,Cell phones,1,2,0.0675,Another,2,1,0
3,0.04729729729729729,0.21212121212121213,0.15277777777777773,male,Higher education,Clothing,1,1,0.075,Another,3,0,0
3,0.43243243243243246,0.2727272727272727,0.5416666666666666,female,Secondary education,Furniture,1,2,0.125,Another,0,1,0
3,0.06587837837837837,0.2727272727272727,0.15277777777777773,female,Higher education,Household appliances,0,2,0.075,Another,1,0,0
3,0.07601351351351351,0.2727272727272727,0.13888888888888884,female,Higher education,Cell phones,0,2,0.1,Another,0,1,0
3,0.04898648648648648,0.2727272727272727,0.02777777777777779,female,Incomplete higher education,Computers,0,2,0.075,Another,2,1,0
3,0.08108108108108109,0.4242424242424242,0.18055555555555552,female,Secondary special education,Household appliances,0,1,0.125,Another,0,1,0
3,0.057432432432432436,0.2727272727272727,0.04166666666666663,male,Secondary special education,Furniture,0,2,0.0475,Another,1,1,1
3,0.040540540540540536,0.4545454545454545,0.48611111111111105,female,Secondary special education,Household appliances,1,2,0.0375,Another,0,1,0
3,0.08445945945945946,0.2727272727272727,0.25,male,Secondary special education,Cell phones,1,0,0.1125,Married,1,1,0
3,0.07432432432432431,0.09090909090909091,0.33333333333333326,male,Secondary special education,Furniture,1,2,0.0375,Another,1,1,0
3,0.08783783783783783,0.09090909090909091,0.19444444444444442,female,Secondary special education,Cell phones,0,2,0.075,Another,0,1,1
3,0.021959459459459457,0.2727272727272727,0.29166666666666663,female,Secondary special education,Computers,0,2,0.05,Unmarried,1,1,0
3,0.06756756756756757,0.4545454545454545,0.3055555555555556,female,Secondary special education,Household appliances,1,2,0.1125,Another,0,0,0
3,0.04222972972972973,0.21212121212121213,0.04166666666666663,male,Incomplete higher education,Computers,0,2,0.05,Another,2,0,0
3,0.057432432432432436,0.09090909090909091,0.3055555555555556,female,Secondary special education,Cell phones,1,2,0.0475,Another,1,1,0
3,0.0152027027027027,0.1818181818181818,0.055555555555555525,female,Secondary special education,Computers,0,2,0.045,Married,1,1,1
3,0.02702702702702703,0.21212121212121213,0.375,female,Secondary education,Cell phones,1,2,0.0625,Married,2,0,0
3,0.0033783783783783786,0.0,0.09722222222222221,male,Secondary special education,Jewelry,1,2,0.055,Married,3,1,0
3,0.006756756756756757,0.2727272727272727,0.06944444444444442,female,Secondary special education,Cell phones,1,2,0.0375,Unmarried,0,1,0
3,0.06756756756756757,0.21212121212121213,0.06944444444444442,female,Secondary special education,Household appliances,1,2,0.1125,Married,1,0,0
3,0.06587837837837837,0.2727272727272727,0.26388888888888884,female,Higher education,Household appliances,1,2,0.15000000000000002,Another,2,0,0
3,0.011824324324324322,0.09090909090909091,0.3055555555555556,male,Secondary special education,Jewelry,1,2,0.0625,Another,3,0,0
3,0.04898648648648648,0.2727272727272727,0.06944444444444442,female,Secondary special education,Household appliances,0,2,0.0425,Married,0,1,0
3,0.01858108108108108,0.6363636363636364,0.055555555555555525,male,Secondary special education,Household appliances,1,2,0.0625,Married,0,1,0
3,0.08445945945945946,0.6363636363636364,0.055555555555555525,female,Secondary special education,Household appliances,0,2,0.030000000000000002,Another,2,1,0
3,0.06756756756756757,0.2727272727272727,0.33333333333333326,female,Secondary special education,Cell phones,0,0,0.05,Another,1,0,1
3,0.02027027027027027,0.4545454545454545,0.06944444444444442,female,Secondary special education,Jewelry,0,2,0.0575,Unmarried,2,1,0
3,0.0641891891891892,0.2727272727272727,0.125,female,Higher education,Cell phones,0,2,0.065,Another,3,0,0
3,0.008445945945945946,0.15151515151515152,0.055555555555555525,female,Secondary special education,Cell phones,0,2,0.045,Another,1,1,0
3,0.08783783783783783,0.2727272727272727,0.055555555555555525,female,Incomplete higher education,Cell phones,0,2,0.075,Another,2,1,0
3,0.06756756756756757,0.2727272727272727,0.09722222222222221,male,Incomplete higher education,Cell phones,1,1,0.08750000000000001,Married,1,0,0
3,0.09797297297297297,0.2727272727272727,0.18055555555555552,female,Secondary special education,Household appliances,0,1,0.075,Unmarried,1,1,0
3,0.030405405405405407,0.15151515151515152,0.20833333333333331,female,Secondary special education,Cell phones,0,2,0.0625,Another,2,1,1
3,0.02364864864864865,0.2727272727272727,0.16666666666666663,female,Secondary special education,Cell phones,1,2,0.1,Another,0,0,0
3,0.033783783783783786,0.2727272727272727,0.1111111111111111,male,Higher education,Computers,1,2,0.05,Married,0,0,0
3,0.052364864864864864,0.09090909090909091,0.16666666666666663,female,Secondary special education,Household appliances,0,2,0.1,Another,2,0,0
3,0.008445945945945946,0.2727272727272727,0.08333333333333331,female,Secondary special education,Cell phones,0,2,0.05,Another,2,1,0
3,0.03547297297297297,0.2727272727272727,0.13888888888888884,male,Higher education,Household appliances,0,2,0.0625,Married,1,0,0
3,0.02027027027027027,0.09090909090909091,0.125,female,Higher education,Household appliances,0,0,0.1125,Unmarried,1,0,0
3,0.09797297297297297,0.2727272727272727,0.013888888888888895,female,Secondary education,Household appliances,0,2,0.0375,Married,0,1,1
3,0.04560810810810811,0.09090909090909091,0.125,female,Incomplete higher education,Clothing,1,2,0.2,Another,2,0,0
3,0.3108108108108108,0.6363636363636364,0.2361111111111111,male,Higher education,Household appliances,1,2,0.07,Another,1,1,0
3,0.0016891891891891893,0.030303030303030304,0.3194444444444444,male,Secondary special education,Construction Materials,0,2,0.045,Another,0,0,0
3,0.01858108108108108,0.09090909090909091,0.18055555555555552,female,Higher education,Cell phones,1,2,0.125,Another,1,1,0
3,0.05067567567567568,0.09090909090909091,0.18055555555555552,male,Secondary special education,Household appliances,0,2,0.0625,Another,0,0,0
3,0.043918918918918914,0.15151515151515152,0.1111111111111111,female,Secondary special education,Furniture,0,2,0.0625,Another,0,1,0
3,0.04729729729729729,0.09090909090909091,0.2222222222222222,male,Secondary special education,Computers,1,2,0.065,Another,1,0,0
3,0.052364864864864864,0.21212121212121213,0.3472222222222222,male,Secondary special education,Computers,1,2,0.05,Another,3,1,0
3,0.06925675675675674,0.6363636363636364,0.15277777777777773,male,Secondary education,Jewelry,0,2,0.0375,Married,1,1,1
3,0.06081081081081081,0.21212121212121213,0.06944444444444442,female,Secondary special education,Cell phones,0,2,0.125,Married,1,1,0
3,0.02027027027027027,0.2727272727272727,0.15277777777777773,male,Secondary education,Cell phones,1,2,0.025000000000000005,Another,1,1,1
3,0.11824324324324326,0.21212121212121213,0.055555555555555525,male,Secondary special education,Computers,0,2,0.15000000000000002,Another,1,0,0
3,0.11317567567567569,0.6363636363636364,0.04166666666666663,female,Higher education,Computers,0,2,0.0625,Married,0,1,0
3,0.03885135135135135,0.15151515151515152,0.6527777777777777,male,Secondary special education,Household appliances,1,2,0.0375,Another,1,1,0
3,0.07432432432432431,0.6363636363636364,0.125,male,Higher education,Computers,0,0,0.1,Another,0,0,0
3,0.033783783783783786,0.2727272727272727,0.02777777777777779,female,Secondary education,Cell phones,0,2,0.05,Another,0,1,1
3,0.07263513513513514,0.2727272727272727,0.04166666666666663,male,Secondary special education,Cell phones,0,2,0.05,Married,0,0,0
3,0.0016891891891891893,0.030303030303030304,0.20833333333333331,female,Higher education,Cell phones,1,2,0.0625,Another,1,0,0
3,0.030405405405405407,0.09090909090909091,0.375,female,Secondary special education,Cell phones,1,0,0.1125,Another,1,1,1
3,0.0033783783783783786,0.0,0.13888888888888884,female,Higher education,Household appliances,1,2,0.08750000000000001,Married,2,1,0
